"extensionAttribute9","sAMAccountName","mail","cn","managedBy","description","displayName","groupType","whenCreated"
,"WSP-STR-WH67108-SpaceNeedsAdvisory","WSP-STR-WH67108-SpaceNeedsAdvisory@wsp.com","WSP-STR-WH67108-SpaceNeedsAdvisory","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-STR-WH67108-SpaceNeedsAdvisory","8","24/4/2024 12:01:55"
"HKKWN200","2503360A-HKL-BINJIANG","2503360A-HKL-BINJIANG@wsp.com","2503360A-HKL-BINJIANG",,,"2503360A-HKL-BINJIANG","8","15/9/2020 17:36:17"
"HKKWN200","hkg-2514328A-CE8","hkg-2514328A-CE8@wsp.com","hkg-2514328A-CE8","CN=Wong\, Winifred (Winifred.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"hkg-2514328A-CE8","8","23/8/2019 10:53:39"
"HKKWN200","HK - Project - J3017 - CS(Shek Mun Est Ph2)","WSPJ3017CS@WSPGroup.com.hk","HK - Project - J3017 - CS(Shek Mun Est Ph2)","CN=Li\, Kevin (CAKL075245),OU=Active,OU=Users,OU=CA,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3017 - CS(Shek Mun Est Ph2)","8","21/10/2016 19:10:42"
"HKKWN200","CN - Project - WP62083A","WP62083A@wspgroup.com.cn","CN - Project - WP62083A",,,"CN - Project - WP62083A","8","21/10/2016 19:01:34"
"HKKWN200","WSP-GS-SH2IFC-MEP","WSP-GS-SH2IFC-MEP@wsp.com","WSP-GS-SH2IFC-MEP","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-GS-SH2IFC-MEP","8","4/8/2022 14:13:11"
"HKKWN200","WSP-STR-AIA-URBAN-CAMPUS-SiteTeam","WSP-STR-AIA-URBAN-CAMPUS-SiteTeam@wsp.com","WSP-STR-AIA-URBAN-CAMPUS-SiteTeam","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-STR-AIA-URBAN-CAMPUS-SiteTeam","8","17/1/2020 15:55:12"
"HKKWN200","sogo-wh66601c","sogo-wh66601c@wsp.com","sogo-wh66601c",,"sogo-wh6660ic project group email","sogo-wh66601c","8","21/12/2017 9:13:17"
"HKKWN200","PB-ZDZFX-xian","PB-ZDZFX-xian@pbworld.com","PB-ZDZFX-xian",,,"PB-ZDZFX-xian","8","29/10/2014 12:01:10"
"HKKWN200","WSP-HP","WSP-HP@wsp.com","WSP-HP","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Please also add below colleagues:
Peter.Cheng@wsp.com
Ivan.Leung@wsp.com
Bill.Chan@wsp.com
Winnie.Ng@wsp.com

Please give the access right to the members of email group to receive and send email for both internal and external parties.","WSP-HP","8","16/11/2022 14:52:04"
"HKKWN200","HK-TI-CONTRACTS","HK-TI-CONTRACTS@wsp.com","HK-TI-CONTRACTS",,,"HK-TI-CONTRACTS","8","27/1/2023 10:18:29"
"HKKWN200","WSP-MEP-BKK066","WSP-MEP-BKK066@wsp.com","WSP-MEP-BKK066","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-BKK066","8","1/11/2024 21:37:02"
"HKKWN200","WSP_UCH_MGT","WSP_UCH_MGT@wsp.com","WSP_UCH_MGT","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP_UCH_MGT","8","7/11/2024 10:33:28"
"HKKWN200","WSP-MEP-CMITHMOD1","WSP-MEP-CMITHMOD1@wsp.com","WSP-MEP-CMITHMOD1","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-CMITHMOD1","8","17/6/2025 10:23:14"
"HKKWN200","GRP-HK-2503330A-11421369186","GRP-HK-2503330A@wsp.com","GRP-HK-2503330A","CN=Cheung\, Calvin (cheung.calvin),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2503330A","8","11/11/2020 12:20:28"
"HKKWN200","HH-MWSC-WSP-CSG","HH-MWSC-WSP-CSG@wsp.com","HH-MWSC-WSP-CSG",,"HH-MWSC-WSP-CSG #WH66632A","HH-MWSC-WSP-CSG","8","6/12/2018 14:35:12"
"HKKWN200","HK - Project - J2918 - EM(ELV discipline)","WSPJ2918EM-ELV@WSPGroup.com.hk","HK - Project - J2918 - EM(ELV discipline)",,,"HK - Project - J2918 - EM(ELV discipline)","8","21/10/2016 19:09:45"
"HKKWN200","HK - Project - J3136 - EM(Bottega Veneta Wynn)","WSPJ3136EM@WSPGroup.com.hk","HK - Project - J3136 - EM(Bottega Veneta Wynn)",,,"HK - Project - J3136 - EM(Bottega Veneta Wynn)","8","21/10/2016 19:11:39"
"HKKWN200","CN - Project - WP62085A - BS","wspWP62085ABS@wspgroup.com.cn","CN - Project - WP62085A - BS",,"CN - Project - WP62085A - BS GZ PANYU NEW OFFICE DD&CONCEPT","CN - Project - WP62085A - BS","8","9/11/2016 9:07:42"
"HKKWN200","HK-MEP1-1A-M4S","HK-MEP1-1A-M4S@wsp.com","HK-MEP1-1A-M4S","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","I am the owner of email group, please grant me the access right to add/remove member to the group and give the access right to the member to receive and send email for both internal and external parties.","HK-MEP1-1A-M4S","8","8/6/2023 17:07:45"
,"HK-MEPH-AllStaff","HK-MEPH-AllStaff@wsp.com","HK-MEPH-AllStaff","CN=Yang\, Shalina (yang.shalina),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-MEPH-AllStaff","8","7/1/2025 15:53:21"
"HKKWN200","WSP-SSM506-siuhowan","WSP-SSM506-siuhowan@wsp.com","WSP-SSM506-siuhowan",,,"WSP-SSM506-siuhowan","8","18/4/2023 9:08:32"
"HKKWN200","HK - Project - J2886 - EM(CW_YTM_I)","WSPJ2886EMCW_YTM_I@WSPGroup.com.hk","HK - Project - J2886 - EM(CW_YTM_I)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2886 - EM(CW_YTM_I)","8","21/10/2016 19:09:10"
"HKKWN200","HK - Project - WH56664A(9OC134)","WH56664A@wspgroup.com.hk","HK - Project - WH56664A(9OC134)","CN=Tam\, Apple (HKAT750447),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH56664A(9OC134)","8","21/10/2016 19:13:36"
"HKKWN200","HK - Project - J2609 - CS - 005","HK-Project-J2609-CS-005@WSPGroup.com","HK - Project - J2609 - CS - 005",,,"HK  - Project - J2609 - CS - 005","8","21/10/2016 19:06:41"
"HKKWN200","PBA HKIE Membership","PBHKGHKIEMembership@pbworld.com","PB HKG HKIE Membership","CN=Choi\, Wendy (choi.wendy),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB HKG HKIE Membership","8","18/7/2002 22:10:44"
"HKKWN200","Asia-HKG-PB-BJ-Z15","Asia-HKG-PB-BJ-Z15@pbworld.com","Asia-HKG-PB-BJ-Z15",,,"Asia-HKG-PB-BJ-Z15","8","7/4/2011 15:18:44"
"HKKWN200","WSP-SUS-DCS-TCTNTE-E","WSP-SUS-DCS-TCTNTE-E@wsp.com","WSP-SUS-DCS-TCTNTE-E","CN=Tse\, Elizabeth (tse.elizabeth),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0028716","WSP-SUS-DCS-TCTNTE-E","8","26/8/2022 16:02:07"
"HKKWN200","ce72-2018enquiry","ce72-2018enquiry@wsp.com","ce72-2018enquiry","CN=Choi\, Winky (Winky.Choi),OU=Disabled Users,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","ce72-2018enquiry","ce72-2018enquiry","8","18/5/2020 18:32:56"
"HKKWN200"," WSPHK-Xiangshan2018","WSPHK-Xiangshan2018@wsp.com","WSPHK-Xiangshan2018","CN=Lam\, Cusson (lam.cusson),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSPHK-Xiangshan2018","WSPHK-Xiangshan2018","8","11/6/2018 15:46:04"
"HKKWN200","hkg-2514331A-ce17","hkg-2514331A-ce17@wsp.com","hkg-2514331A-ce17",,,"hkg-2514331A-ce17","8","26/9/2019 11:52:48"
"HKKWN200","HK - Project - WH50269A - BS(UOWCHK)","wspWH50269ABS@wsp.com","HK - Project - WH50269A - BS(UOWCHK)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50269A - BS(UOWCHK)","8","18/12/2018 16:58:41"
"HKKWN200","HK - Project - J3244 - CS(HKHA TKO)","WSPJ3244CS@WSPGroup.com.hk","HK - Project - J3244 - CS(HKHA TKO)",,,"HK - Project - J3244 - CS(HKHA TKO)","8","21/10/2016 19:12:48"
"HKKWN200","HK - Project - J3103 - EM(D&G Wynn)","WSPJ3103EM@WSPGroup.com.hk","HK - Project - J3103 - EM(D&G Wynn)",,,"HK - Project - J3103 - EM(D&G Wynn)","8","21/10/2016 19:11:12"
"HKKWN200","WSP-CNSH-WP62103A-MEP","WSP-CNSH-WP62103A-MEP@wsp.com","WSP-CNSH-WP62103A-MEP",,"WSP-CNSH-WP62103A-MEP(NANJING OCT PROJECT ELV CD)","WSP-CNSH-WP62103A-MEP","8","1/3/2018 9:44:55"
"HKKWN200","WSP-MEP-HMB-BTTurret","WSP-MEP-HMB-BTTurret@wsp.com","WSP-MEP-HMB-BTTurret","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MEP-HMB-BTTurret","8","4/1/2024 16:23:12"
"HKKWN200","GRP-GLB-IT-PMO-ALL","GRP-GLB-IT-PMO-ALL@wsp.com","GRP-GLB-IT-PMO-ALL","CN=Chan\, Vivian (Vivian.Chan),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-GLB-IT-PMO-ALL","8","27/3/2024 12:13:09"
"HKKWN200","WSP-MTY-RBP2","WSP-MTY-RBP2@wsp.com","WSP-MTY-RBP2","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-MTY-RBP2","8","13/3/2025 14:21:50"
"HKKWN200","Asia-PB-HKG-HLWuhan","Asia-PB-HKG-HLWuhan@pbworld.com","Asia-PB-HKG-HLWuhan","CN=Tsoi\, Derek (tsoi.derek),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"Asia-PB-HKG-HLWuhan","8","29/4/2013 9:41:46"
"HKKWN200","ASIA-HKG-CE65","ASIA-HKG-CE65@wsp.com","ASIA-HKG-CE65",,"ASIA-HKG-CE65","ASIA-HKG-CE65","8","18/10/2017 15:19:37"
"HKKWN200","HK - Hong Kong - All GEO Staff","HK-HongKong-AllGEOStaff@WSPGroup.com","HK - Hong Kong - All GEO Staff",,,"HK - Hong Kong - All GEO Staff","8","21/10/2016 19:03:34"
,"PBSC ACEHK RP",,"PBSC ACEHK RP",,,"PBSC ACEHK RP","2","1/11/2007 11:39:44"
"HKKWN200","SIL C903 Team","SILC903Team@pbworld.com","SIL C903 Team",,,"SIL C903 Team","2","22/5/2009 12:17:50"
"HKKWN200","PB-BorrettRd-BEAM","PB-BorrettRd-BEAM@pbworld.com","PB-BorrettRd-BEAM",,,"PB-BorrettRd-BEAM","8","2/9/2014 10:31:13"
"HKKWN200","PBA-TAW","PBA-TAW@pbworld.com","PBA-TAW","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-TAW","8","29/1/2015 9:48:00"
"HKKWN200","WSP-STR-31-37-Hankow","WSP-STR-31-37-Hankow@wsp.com","WSP-STR-31-37-Hankow","CN=Ho\, Kammy (HKKH737707),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0064136","WSP-STR-31-37-Hankow","8","9/9/2022 13:23:54"
"HKKWN200","WSP-Project-S-Internal-1-1579644308","WSP-Project-S-Internal@wsp.com","WSP-Project-S-Internal","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-Project-S-Internal","8","22/3/2021 11:56:58"
"HKKWN200","HK - Project - WH50239A - BS (HKHA-THR)","wspWH50239ABS@wspgroup.com.hk","HK - Project - WH50239A - BS (HKHA-THR)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50239A - BS (HKHA-THR)","HK - Project - WH50239A - BS (HKHA-THR)","8","15/6/2017 15:23:20"
"HKKWN200","WSPHK-HKJC-CTC","WSPHK-HKJC-CTC@pbworld.com","WSPHK-HKJC-CTC","CN=Lee\, Eric (eric.lee),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSPHK-HKJC-CTC","WSPHK-HKJC-CTC","8","19/6/2017 16:25:15"
"HKKWN200","TGT-HKDC2-GF-MEP-1-1290994776","TGT-HKDC2-GF-MEP@wsp.com","TGT-HKDC2-GF-MEP","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"TGT-HKDC2-GF-MEP","8","21/4/2021 17:45:28"
"HKKWN200","HK - Project - WH50329A - BS (Regal Kowloon Hotel)","WSPWH50329ABS@wsp.com","HK - Project - WH50329A - BS (Regal Kowloon Hotel)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50329A - BS (Regal Kowloon Hotel)","8","30/6/2022 11:29:02"
"HKKWN200","ASIA-Finance Team (Finance Team Use Only)","asia-financeteam@wsp.com","ASIA-Finance Team (Finance Team Use Only)","CN=Singh\, Rajdeep (RajdeepS),OU=Active,OU=Users,OU=AE,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"ASIA-Finance Team (Finance Team Use Only)","8","12/5/2025 15:43:50"
"HKKWN200","HK - Project - WH50206A(9OC132 1A)","WH50206A-1A@wspgroup.com.hk","HK - Project - WH50206A(9OC132 1A)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50206A(9OC132 1A)","8","21/10/2016 19:13:11"
"HKKWN200","wsp-cameronroad-mep","wsp-cameronroad-mep@wsp.com","wsp-cameronroad-mep","CN=Chiu\, Raymond (chiu.raymond),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","wsp-cameronroad-mep","wsp-cameronroad-mep","8","31/1/2019 14:15:46"
"HKKWN200","HK - Project - WH50205A(9OC134 3B ST)","WH50205A-ST@wspgroup.com.hk","HK - Project - WH50205A(9OC134 3B ST)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50205A(9OC134 3B ST)","8","21/10/2016 19:13:07"
"HKKWN200","HK - Project - J2158 - CS","WSPJ2158CS@WSPGroup.com.hk","HK - Project - J2158 - CS",,,"HK - Project - J2158 - CS","8","21/10/2016 19:04:39"
"HKKWN200","PB-PingAn-ST","PB-PingAn-ST@pbworld.com","PB-PingAn-ST","CN=Tong\, Jenny (tong.jenny),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PB-PingAn-ST","8","17/9/2012 15:20:20"
"HKKWN200","HKG-2511122A-SMRT-TVS","HKG-2511122A-SMRT-TVS@pbworld.com","HKG-2511122A-SMRT-TVS",,"QX15-027A TVS AT NSEW RENEWAL","HKG-2511122A-SMRT-TVS","8","18/8/2016 13:59:11"
"hkkwn200","hkg-2514348A-CE9","hkg-2514348A-CE9@wsp.com","hkg-2514348A-CE9","CN=Yu\, Winnie (HKWY738585),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"hkg-2514348A-CE9","8","10/7/2024 8:33:53"
"HKKWN200","GRP-HK-2514159A","GRP-HK-2514159A@wsp.com","GRP-HK-2514159A","CN=Cheung\, Alex (cheung.alex),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","email address: GRP-HK-2514159A@wsp.com

account name: HKG-2514159A

Owner:  alex.yy.cheung@wsp.com
Co-manager:  isaac.sow@wsp.com

User List:
alex.yy.cheung@wsp.com
herman.sin@wsp.com
anthony.man@wsp.com
terence.lai@wsp.com
kevin.ng@wsp.com
isaac.sow@wsp.com


allow external and internal user to send email to this group","HKG-2514159A","8","2/3/2023 9:30:20"
"HKKWN200","CN - Project - WP62539A - CS","wspWP62539ACS@wsp.com","CN - Project - WP62539A - CS",,"CN - Project - WP62539A - CS(Shenzhen Anbang Insurance HQ Project)","CN - Project - WP62539A - CS","8","18/10/2017 10:19:18"
"HKKWN200","HK - Project - J2930 - CS(9AY032 Schools)","WSPJ2930CS@WSPGroup.com.hk","HK - Project - J2930 - CS(9AY032 Schools)",,,"HK - Project - J2930 - CS(9AY032 Schools)","8","21/10/2016 19:10:04"
"HKKWN200","HK - Project - WH50205A(9OC134 3A SK)","WH50205A-SK@wspgroup.com.hk","HK - Project - WH50205A(9OC134 3A SK)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50205A(9OC134 3A SK)","8","21/10/2016 19:13:03"
"HKKWN200","HK - Project - J2137 - EM - HA KCC","WSPJ2137EM_KCC@WSPGroup.com.hk","HK - Project - J2137 - EM - HA KCC","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2137 - HA - KCC","8","21/10/2016 19:04:32"
"HKKWN200","grp-hk-2512247a","grp-hk-2512247a@wsp.com","grp-hk-2512247a","CN=Wong\, Winifred (Winifred.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","SCTASK0133690","grp-hk-2512247a","8","27/10/2022 16:26:24"
,"GLD_ASSOCIATES - Hong Kong Group514381184847886","gld.ASSOCIATES-HongKongGroup@wsp.com","ASSOCIATES - Hong Kong Group",,,"GLD - ASSOCIATES - Hong Kong Group","-2147483640","16/10/2021 18:32:46"
,"HK-PnB-AllBM","HK-PnB-AllBM@wsp.com","HK-PnB-AllBM","CN=Lau\, Oswald (lau.oswald),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK-PnB-AllBM","8","7/1/2025 15:04:04"
"HKKWN200","HK - Project - WH50284A - BS (Hotel at Chun Yeung Street)","wspWH50284Abs@wsp.com","HK - Project - WH50284A - BS (Hotel at Chun Yeung Street)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50284A - BS (Hotel at Chun Yeung Street)","HK - Project - WH50284A - BS (Hotel at Chun Yeung Street)","8","27/8/2019 17:09:13"
"HKKWN200","GRP-HK-2512233A-1-987989993","GRP-HK-2512233A@wsp.com","GRP-HK-2512233A","CN=Wong\, Winifred (Winifred.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"GRP-HK-2512233A","8","9/11/2021 9:55:39"
"HKKWN200","HK - Project - J3190 - EM(HAD 9OC111)","WSPJ3190EM@WSPGroup.com.hk","HK - Project - J3190 - EM(HAD 9OC111)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3190 - EM(HAD 9OC111)","8","21/10/2016 19:12:12"
"HKKWN200","PBA-NWC-H3","PBA-NWC-H3@pbworld.com","PBA-NWC-H3","CN=Tin\, Cecilia (tin.cecilia),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA-NWC-H3","8","2/8/2013 15:58:58"
"HKKWN200","WSP-BRCC","WSP-BRCC@wsp.com","WSP-BRCC","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","Would you please internal and External senders able to receive and send mail.
Ownership Control is Rebecca.Chang@wsp.com for add and delete member. Thanks!","WSP-BRCC","8","25/11/2022 19:23:49"
"HKKWN200","2512221A-ASD-EI-25B-11800428703","2512221A-ASD-EI-25B@wsp.com","2512221A-ASD-EI-25B","CN=Wong\, Winifred (Winifred.Wong),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"2512221A-ASD-EI-25B","8","7/5/2021 11:39:27"
"HKKWN200","WSP-NAH","WSP-NAH@wsp.com","WSP-NAH","CN=Yang\, Shalina (yang.shalina),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","WSP-NAH","WSP-NAH","8","22/9/2017 11:38:53"
"HKKWN200","HK - Project - WH50335A - BS (Staunton Street)-11407502948","WSPWH50335ABS@wsp.com","HK - Project - WH50335A - BS (Staunton Street)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50335A - BS (Staunton Street)","8","22/10/2022 11:14:04"
"HKKWN200","HK - Macau - All Staff","HK-Macau-AllStaff@WSPGroup.com","HK - Macau - All Staff",,,"HK - Macau - All Staff","8","21/10/2016 19:03:57"
"HKKWN200","HK - Project - J3093 - EM(TST Commercial Complex)","WSPJ3093EM@WSPGroup.com.hk","HK - Project - J3093 - EM(TST Commercial Complex)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J3093 - EM(TST Commercial Complex)","8","21/10/2016 19:11:09"
"HKKWN200","PBA Theatre Team-Aconex","PBATheatreTeam-Aconex@pbworld.com","PBA Theatre Team-Aconex","CN=Mak\, Kelly (mak.kelly),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"PBA Theatre Team-Aconex","8","30/1/2007 17:02:44"
"HKKWN200","SIL C902 Team","SILC902Team@pbworld.com","SIL C902 Team",,,"SIL C902 Team","2","22/5/2009 12:16:16"
"HKKWN200","HK - Project - WH50238A - BS (Tai Yip St)","wspWH50238ABS@wspgroup.com.hk","HK - Project - WH50238A - BS (Tai Yip St)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","HK - Project - WH50238A - BS (Tai Yip St)","HK - Project - WH50238A - BS (Tai Yip St)","8","22/5/2017 16:50:12"
"HKKWN200","WSP_Island_Hospital","WSP_Island_Hospital@wsp.com","WSP_Island_Hospital","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP_Island_Hospital","8","24/3/2025 9:32:18"
"HKKWN200","WSP-7HR","WSP-7HR@wsp.com","WSP-7HR","CN=Chong\, Vivian (chong.vivian),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"WSP-7HR","8","28/4/2023 14:17:41"
"HKKWN200","PMCMHKMEP","PMCMHKMEP@wsp.com","PMCMHKMEP","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PMCMHKMEP","PMCMHKMEP","8","18/1/2019 9:53:34"
"HKKWN200","HK - Project - J2886 - EM(KC_SK)","WSPJ2886EMKC_SK@WSPGroup.com.hk","HK - Project - J2886 - EM(KC_SK)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - J2886 - EM(KC_SK)","8","21/10/2016 19:09:12"
"HKKWN200","PB-HMB-Bridge3","PB-HMB-Bridge3@pbworld.com","PB-HMB-Bridge3","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-HMB-Bridge3","PB-HMB-Bridge3","8","27/10/2016 13:40:06"
"HKKWN200","HK - Project - WH50304A - BS (Hengqin Indigo Hotel)","wspWH50304ABS@wsp.com","HK - Project - WH50304A - BS (Hengqin Indigo Hotel)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Project - WH50304A - BS (Hengqin Indigo Hotel)","8","14/1/2021 18:29:31"
"HKKWN200","HKG-Project2522022A","HKG-Project2522022A@pbworld.com","HKG-Project2522022A",,,"HKG-Project2522022A","8","27/8/2013 9:56:31"
"HKKWN200","HK - Project - J2399 - CS","HK-Project-J2399-CS@WSPGroup.com","HK - Project - J2399 - CS",,,"HK - Project - J2399 - CS","8","21/10/2016 19:05:21"
"HKKWN200","CN - Project - J20878 - EB(CJH Hotel)","CN-Project-J20878-EB-CJHHotel@wspgroup.com","CN - Project - J20878 - EB(CJH Hotel)",,,"CN - Project - J20878 - EB(CJH Hotel)","8","21/10/2016 18:58:49"
"HKKWN200","HK - Hong Kong - All EM Executive Staff (Associates and above)","HK-HongKong-AllEMExecutiveStaff-Associatesandabove@WSPGroup.com","HK - Hong Kong - All EM Executive Staff (Associates and above)","CN=Cheung\, Carol (HKYKC002),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net",,"HK - Hong Kong - All EM Executive Staff (Associates and above)","8","21/10/2016 19:03:24"
"HKKWN200","ASIA-HKG-WSP-Kerry-QianHai","ASIA-HKG-WSP-Kerry-QianHai@pbworld.com","ASIA-HKG-WSP-Kerry-QianHai",,"ASIA-HKG-WSP-Kerry-QianHai","ASIA-HKG-WSP-Kerry-QianHai","8","22/5/2017 11:43:24"
"HKKWN200","PB-EMSD-CSC","PB-EMSD-CSC@pbworld.com","PB-EMSD-CSC","CN=Chang\, Rebecca (chang.rebecca),OU=Active,OU=Users,OU=HK,OU=WSPObjects,DC=corp,DC=pbwan,DC=net","PB-EMSD-CSC","PB-EMSD-CSC","8","23/5/2017 15:44:23"
